paper,item_type,markdown_line_start,markdown_line_end_or_pdf_page_count,pdf_page,enclosing_section,item,markdown_source,pdf_projection
Knowledge,markdown_link,724,724,28,References,Stable entry -> https://plato.stanford.edu/archives/sum2024/entries/knowledge-acquaindescrip/,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,726,726,28,References,DOI and journal record -> https://academic.oup.com/analysis/article-abstract/23/6/121/109949,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,728,728,28,References,Stable entry -> https://plato.stanford.edu/archives/sum2025/entries/logic-epistemic/,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,730,730,28,References,DOI -> https://doi.org/10.1145/3447772,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,730,730,28,References,open manuscript -> https://arxiv.org/abs/2003.02320,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,732,732,28,References,Stable entry -> https://plato.stanford.edu/archives/sum2026/entries/knowledge-analysis/,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,734,734,28,References,MIT text -> https://www.mit.edu/~dxh/marvin/web.media.mit.edu/~minsky/papers/Frames/frames.html,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,736,736,28,References,ACL Anthology -> https://aclanthology.org/D19-1250/,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,736,736,28,References,10.18653/v1/D19-1250 -> https://doi.org/10.18653/v1/D19-1250,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,738,738,28,References,Bibliographic record -> https://philpapers.org/rec/QUISN,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,740,740,28,References,DOI -> https://doi.org/10.1007/s10994-006-5833-1,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,750,750,28,References,Specification -> https://www.w3.org/TR/owl2-overview/,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,markdown_link,752,752,28,References,Specification -> https://www.w3.org/TR/rdf11-concepts/,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,blockquote_callout,34,34,5,1. Why knowledge is foundational to SymK,Knowledge is the shared medium. Cooperation is the objective.,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,blockquote_callout,56,56,6,2. The first correction: there is no simple historical definition to inherit,"A subject S knows a proposition P if and only if P is true, S believes P, and S is justified in believing P.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,blockquote_callout,76,76,6,2.1 The Gettier rupture,"A claim does not become knowledge merely because its content is true and its holder can present reasons for believing it. The relation among claim, grounds, process, and truth also matters.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,blockquote_callout,279,279,13,5.8 Comparative view,SymK should not choose one representation and call it Knowledge. It should govern several projections of knowledge-related objects while preserving the conceptual source they express.,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,blockquote_callout,349,349,16,7. A working definition for SymK,"Knowledge, in SymK, is an epistemic achievement in which an intelligence, or a cooperative system of intelligences, stands in a sufficiently truth-connected, competence-bearing, or direct relation to what is known such that it may be responsibly relied upon within a stated scope.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,blockquote_callout,383,383,16,7.1 The operational corollary,"SymK engineers governed knowledge assets that preserve the best available, challengeable evidence that knowledge has been achieved, together with the representations required to share and apply it.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,blockquote_callout,391,391,17,7.2 Interpreting the constitutional motto,"Knowledge is the shared medium means that cooperation proceeds through governed epistemic achievements and knowledge assets whose meaning, grounds, scope, and history can survive changes in participant and representation.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,blockquote_callout,702,702,16,14. Conclusion,"Knowledge, in SymK, is an epistemic achievement in which an intelligence, or a cooperative system of intelligences, stands in a sufficiently truth-connected, competence-bearing, or direct relation to what is known such that it may be responsibly relied upon within a stated scope.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,blockquote_callout,706,706,16,14. Conclusion,"SymK engineers governed knowledge assets that preserve the best available, challengeable evidence that knowledge has been achieved, together with the representations required to share and apply it.",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,blockquote_callout,710,710,5,14. Conclusion,Knowledge is the shared medium. Cooperation is the objective.,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,table,84,92,6,2.2 Families of post-Gettier responses,| Approach | Central intuition | Lesson for SymK |,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,table,265,275,13,5.8 Comparative view,| Formalism | Primary object | Strongest contribution | Typical limitation | Appropriate SymK role |,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,table,671,684,26,13. A practical evaluation gate,| Gate | Question |,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,text_diagram_or_code_block,183,197,10,4. Epistemology and knowledge representation ask different questions,language=text,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,text_diagram_or_code_block,327,339,15,6.5 Epistemic status,language=text,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,text_diagram_or_code_block,401,432,18,8. The proposed SymK knowledge object,language=text,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,pdf_structure,1,29,1,Publication projection,29 A4 pages; Tagged=no; embedded raster images=0,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Knowledge,pdf_generated_contents,0,0,4,Publication projection,Generated contents page not present as a Markdown heading,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Knowledge/SymK_Foundation_Paper_Knowledge_v0.1.pdf
Intelligence,reference_entry,946,946,39,References,"- Burkart, J. M., Schubiger, M. N., and van Schaik, C. P. (2017). “The Evolution of General Intelligence.” Behavioral and Brain Sciences, 40, e195. [Publisher record](https://doi.org/10.1017/S0140525X16000959).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,947,947,39,References,"- Carroll, J. B. (1993). Human Cognitive Abilities: A Survey of Factor-Analytic Studies. Cambridge University Press. [Publisher record](https://doi.org/10.1017/CBO9780511571312).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,948,948,39,References,"- Cattell, R. B. (1943). “The Measurement of Adult Intelligence.” Psychological Bulletin, 40(3), 153–193. [Publisher record](https://doi.org/10.1037/h0059973).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,949,949,39,References,"- Chollet, F. (2019). “On the Measure of Intelligence.” arXiv:1911.01547. [Open manuscript](https://arxiv.org/abs/1911.01547).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
Intelligence,reference_entry,950,950,39,References,"- Clark, A., and Chalmers, D. (1998). “The Extended Mind.” Analysis, 58(1), 7–19. [DOI and manuscript](https://doi.org/10.1111/1467-8284.00096).",00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.md,00_GOVERNANCE/01_Product_Vision/01_FOUNDATION/Intelligence/SymK_Foundation_Paper_Intelligence_v0.1.pdf
