claim_id,source_lines,source_section,claim_type,finding_ids,disposition,v0.2_destination,rationale
E-CLM-0020,192-195,6.2 Relationship requires formed dispositions,section_claim_cluster,ET-FND-007,REVISE_V0.2,§4; §11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0021,196-199,6.3 Formation requires practice,section_claim_cluster,ET-FND-007,REVISE_V0.2,§4; §11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0022,200-209,6.4 Formation remains revisable,section_claim_cluster,ET-FND-007,RETAIN_V0.1_JUSTIFIED,§4; §11,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0023,210-246,7. A working definition for SymK,section_claim_cluster,ET-FND-008,REVISE_V0.2,§1–§3; §6,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0024,216-219,Developmental formation,section_claim_cluster,ET-FND-008,RETAIN_V0.1_JUSTIFIED,§1–§3; §6,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0025,220-223,Intelligence or cooperative system,section_claim_cluster,ET-FND-008,REVISE_V0.2,§1–§3; §6,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0026,224-227,"Knowledge, experience, practice, relationship, and reflective challenge",section_claim_cluster,ET-FND-008,RETAIN_V0.1_JUSTIFIED,§1–§3; §6,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0027,228-231,Responsible participation,section_claim_cluster,ET-FND-008,REVISE_V0.2,§1–§3; §6,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0028,232-235,Shared world,section_claim_cluster,ET-FND-008,RETAIN_V0.1_JUSTIFIED,§1–§3; §6,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0029,236-246,"Broader, integrated, reliable, and revisable",section_claim_cluster,ET-FND-008,REVISE_V0.2,§1–§3; §6,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0030,247-268,"8. Individual, collective, and hybrid Education",section_claim_cluster,ET-FND-009,REVISE_V0.2,§7–§8,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0031,249-252,8.1 Human Education,section_claim_cluster,ET-FND-009,RETAIN_V0.1_JUSTIFIED,§7–§8,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0032,253-258,8.2 Artificial formation,section_claim_cluster,ET-FND-009,REVISE_V0.2,§7–§8,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0033,259-262,8.3 Collective Education,section_claim_cluster,ET-FND-009,REVISE_V0.2,§7–§8,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0034,263-268,8.4 Hybrid Education,section_claim_cluster,ET-FND-009,REVISE_V0.2,§7–§8,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0035,269-312,9. The habits of SymK cooperation,section_claim_cluster,ET-FND-010,REVISE_V0.2,§10,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0036,273-276,9.1 Recognition,section_claim_cluster,ET-FND-010,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0037,277-280,9.2 Attentive reception,section_claim_cluster,ET-FND-010,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0038,281-284,9.3 Epistemic transparency,section_claim_cluster,ET-FND-010,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0039,285-288,9.4 Interpretive charity with resistance,section_claim_cluster,ET-FND-010,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0040,289-292,9.5 Restraint,section_claim_cluster,ET-FND-010,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0041,293-296,9.6 Correctability,section_claim_cluster,ET-FND-010,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0042,297-300,9.7 Repair,section_claim_cluster,ET-FND-010,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0043,301-304,9.8 Reciprocity without symmetry,section_claim_cluster,ET-FND-010,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0044,305-312,9.9 Reflective revision,section_claim_cluster,ET-FND-010,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0045,313-364,10. Candidate foundational commitments,section_claim_cluster,ET-FND-011,REVISE_V0.2,§11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0046,315-318,E-01 — Intelligence does not entail fitness for cooperation,candidate_commitment,ET-FND-011,RETAIN_V0.1_JUSTIFIED,§11,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0047,319-322,E-02 — Education and Training are distinct but reciprocal,candidate_commitment,ET-FND-011,REVISE_V0.2,§11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0048,323-326,E-03 — Education requires practice,candidate_commitment,ET-FND-011,REVISE_V0.2,§11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0049,327-330,E-04 — Repetition alone does not educate,candidate_commitment,ET-FND-011,RETAIN_V0.1_JUSTIFIED,§11,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0050,331-334,E-05 — Education is relational,candidate_commitment,ET-FND-011,REVISE_V0.2,§11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0051,335-338,E-06 — Integration is not assimilation,candidate_commitment,ET-FND-011,RETAIN_V0.1_JUSTIFIED,§11,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0052,339-342,E-07 — Every cooperative architecture trains,candidate_commitment,ET-FND-011,REVISE_V0.2,§11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0053,343-346,E-08 — Education must include the capacity for revision,candidate_commitment,ET-FND-011,REVISE_V0.2,§11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0054,347-350,E-09 — Educational attribution is developmental and scoped,candidate_commitment,ET-FND-011,RETAIN_V0.1_JUSTIFIED,§11,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0055,351-354,"E-10 — Formation may belong to individual, collective, or hybrid bearers",candidate_commitment,ET-FND-011,REVISE_V0.2,§11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0056,355-358,E-11 — Power is part of Education,candidate_commitment,ET-FND-011,REVISE_V0.2,§11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0057,359-364,E-12 — Cooperative formation remains challengeable,candidate_commitment,ET-FND-011,REVISE_V0.2,§11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0058,365-388,11. Implications for cooperation among Intelligences,section_claim_cluster,ET-FND-012,REVISE_V0.2,§7–§10,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0059,367-370,11.1 Admission is not completion,section_claim_cluster,ET-FND-012,RETAIN_V0.1_JUSTIFIED,§7–§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0060,371-374,11.2 Humans are not exempt,section_claim_cluster,ET-FND-012,RETAIN_V0.1_JUSTIFIED,§7–§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0061,375-378,11.3 Artificial systems are already formative forces,section_claim_cluster,ET-FND-012,REVISE_V0.2,§7–§10,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0062,379-382,11.4 Conflict is educational material,section_claim_cluster,ET-FND-012,RETAIN_V0.1_JUSTIFIED,§7–§10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0063,383-388,11.5 The cooperative system can become the learner,section_claim_cluster,ET-FND-012,REVISE_V0.2,§7–§10,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0064,389-450,12. Development requirements derived from the foundation,development_requirement,ET-FND-013,REVISE_V0.2,§14,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0065,391-405,12.1 Represent formative episodes,development_requirement,ET-FND-013,REVISE_V0.2,§14,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0066,406-409,"12.2 Separate declaration, practice, and manifestation",development_requirement,ET-FND-013,RETAIN_V0.1_JUSTIFIED,§14,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0067,410-413,12.3 Make the hidden curriculum inspectable,development_requirement,ET-FND-013,RETAIN_V0.1_JUSTIFIED,§14,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0068,414-417,12.4 Support deliberate practice and variation,development_requirement,ET-FND-013,RETAIN_V0.1_JUSTIFIED,§14,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0069,418-421,12.5 Preserve developmental history,development_requirement,ET-FND-013,REVISE_V0.2,§14,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0070,422-432,12.6 Detect habituation failures,development_requirement,ET-FND-013,RETAIN_V0.1_JUSTIFIED,§14,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0071,433-436,12.7 Couple correction with repair,development_requirement,ET-FND-013,RETAIN_V0.1_JUSTIFIED,§14,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0072,437-440,12.8 Govern educational power,development_requirement,ET-FND-013,RETAIN_V0.1_JUSTIFIED,§14,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0073,441-444,12.9 Evaluate the cooperative unit,development_requirement,ET-FND-013,REVISE_V0.2,§14,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0074,445-450,12.10 Preserve the right to question the frame,development_requirement,ET-FND-013,RETAIN_V0.1_JUSTIFIED,§14,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0075,451-486,13. Open foundational questions,open_question,ET-FND-014,REVISE_V0.2,§15,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0076,453-456,13.1 Can every Intelligence be educated?,open_question,ET-FND-014,REVISE_V0.2,§15,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0077,457-460,13.2 Is reflective capacity necessary?,open_question,ET-FND-014,REVISE_V0.2,§15,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0078,461-464,13.3 What distinguishes Education from successful socialization?,open_question,ET-FND-014,REVISE_V0.2,§15,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0079,465-468,13.4 Which habits are universal to SymK?,open_question,ET-FND-014,REVISE_V0.2,§15,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0080,469-472,13.5 When is Training coercive?,open_question,ET-FND-014,REVISE_V0.2,§15,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0081,473-476,13.6 Can an institution be ill-mannered?,open_question,ET-FND-014,REVISE_V0.2,§15,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0082,477-480,13.7 How should educational decay be represented?,open_question,ET-FND-014,REVISE_V0.2,§15,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0083,481-486,13.8 Who educates the educator?,open_question,ET-FND-014,REVISE_V0.2,§15,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0084,487-511,14. A practical Cooperative Formation gate,evaluation_gate_cluster,ET-FND-015,REVISE_V0.2,§13,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0085,512-531,15. Conclusion,section_claim_cluster,ET-FND-016,REVISE_V0.2,§16–§17,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0086,24-24,Abstract,central_blockquote_claim,ET-FND-001;ET-FND-002,REVISE_V0.2,Abstract; §1; §10; §17,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0087,34-34,1. Why Education is foundational to SymK,central_blockquote_claim,ET-FND-002,RETAIN_V0.1_JUSTIFIED,§1; §10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0088,44-44,1. Why Education is foundational to SymK,central_blockquote_claim,ET-FND-001;ET-FND-002,REVISE_V0.2,Abstract; §1; §10; §17,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0089,104-104,3. The correction: Education needs Training,central_blockquote_claim,ET-FND-004,RETAIN_V0.1_JUSTIFIED,§4,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0090,108-108,3. The correction: Education needs Training,central_blockquote_claim,ET-FND-004,RETAIN_V0.1_JUSTIFIED,§4,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0091,184-184,6. The Axiom of Cooperative Formation,central_blockquote_claim,ET-FND-007,REVISE_V0.2,§4; §11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0092,206-206,6.4 Formation remains revisable,central_blockquote_claim,ET-FND-002,RETAIN_V0.1_JUSTIFIED,§1; §10,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0093,212-212,7. A working definition for SymK,central_blockquote_claim,ET-FND-008,REVISE_V0.2,§1–§3; §6,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0094,214-214,7. A working definition for SymK,central_blockquote_claim,ET-FND-003,REVISE_V0.2,§2,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0095,520-520,15. Conclusion,central_blockquote_claim,ET-FND-007,REVISE_V0.2,§4; §11,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0096,524-524,15. Conclusion,central_blockquote_claim,ET-FND-001;ET-FND-002,REVISE_V0.2,Abstract; §1; §10; §17,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0097,493-493,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0098,494-494,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0099,495-495,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0100,496-496,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0101,497-497,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0102,498-498,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0103,499-499,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0104,500-500,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0105,501-501,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0106,502-502,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0107,503-503,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,REVISE_V0.2,§13,"Reconstructed to remove universal necessity, concept, level, effect, authority, status, package, value-chain, or accepted-baseline ambiguity."
E-CLM-0108,504-504,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0109,505-505,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
E-CLM-0110,506-506,14. A practical Cooperative Formation gate,evaluation_gate_question,ET-FND-015,RETAIN_V0.1_JUSTIFIED,§13,"Substantively sound inquiry, distinction, risk, review question, or boundary retained with accepted terminology and explicit scope."
