claim_id,source_lines,source_section,claim_type,finding_ids,disposition,v0.2_destination,rationale
KE-CLM-0016,217-220,6.4 Data-driven acquisition,section_claim_cluster,KE-FND-006,RETAIN_V0.1_JUSTIFIED,§5,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0017,221-230,6.5 Generative acquisition,section_claim_cluster,KE-FND-006,REVISE_V0.2,§5,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0018,231-258,"7. Representation is projection, not preservation without remainder",section_claim_cluster,KE-FND-007,REVISE_V0.2,§7,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0019,241-244,7.1 Formal semantics are local guarantees,section_claim_cluster,KE-FND-007,RETAIN_V0.1_JUSTIFIED,§7,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0020,245-248,7.2 Computability introduces tradeoffs,section_claim_cluster,KE-FND-007,RETAIN_V0.1_JUSTIFIED,§7,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0021,249-252,7.3 Multiple representations may be necessary,section_claim_cluster,KE-FND-007,RETAIN_V0.1_JUSTIFIED,§7,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0022,253-258,7.4 Meaning is enacted as well as encoded,section_claim_cluster,KE-FND-007,RETAIN_V0.1_JUSTIFIED,§7,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0023,259-298,"8. Reasoning, validation, and application",section_claim_cluster,KE-FND-008,REVISE_V0.2,§8,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0024,261-273,8.1 Reasoning,section_claim_cluster,KE-FND-008,RETAIN_V0.1_JUSTIFIED,§8,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0025,274-290,8.2 Validation is plural,section_claim_cluster,KE-FND-008,RETAIN_V0.1_JUSTIFIED,§8,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0026,291-298,8.3 Application closes the epistemic loop,section_claim_cluster,KE-FND-008,REVISE_V0.2,§8,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0027,299-332,9. Distinctions SymK must preserve,section_claim_cluster,KE-FND-009,REVISE_V0.2,§10,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0028,301-304,9.1 Knowledge Engineering and epistemology,section_claim_cluster,KE-FND-009,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0029,305-310,9.2 Knowledge Engineering and data engineering,section_claim_cluster,KE-FND-009,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0030,311-314,9.3 Knowledge Engineering and information management,section_claim_cluster,KE-FND-009,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0031,315-318,9.4 Knowledge Engineering and software engineering,section_claim_cluster,KE-FND-009,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0032,319-322,9.5 Knowledge Engineering and AI engineering,section_claim_cluster,KE-FND-009,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0033,323-326,9.6 Knowledge Engineering and knowledge management,section_claim_cluster,KE-FND-009,RETAIN_V0.1_JUSTIFIED,§10,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0034,327-332,9.7 Knowledge Engineering and Education,section_claim_cluster,KE-FND-009,REVISE_V0.2,§10,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0035,333-377,10. A working definition for SymK,section_claim_cluster,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0036,337-340,Disciplined,section_claim_cluster,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0037,341-344,Design and construction,section_claim_cluster,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0038,345-348,Governance,section_claim_cluster,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0039,349-352,Evaluation and evolution,section_claim_cluster,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0040,353-356,Conditions,section_claim_cluster,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0041,357-360,Intelligences and cooperative systems,section_claim_cluster,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0042,361-371,The epistemic verbs,section_claim_cluster,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0043,372-377,Responsibly within stated scopes,section_claim_cluster,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0044,378-397,11. The SymK epistemic lifecycle,section_claim_cluster,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0045,398-449,12. Candidate foundational commitments,section_claim_cluster,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0046,400-403,KE-01 - Knowledge and engineered artifacts are distinct,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0047,404-407,KE-02 - Knowledge Engineering engineers conditions,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0048,408-411,KE-03 - Acquisition is constructive and situated,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0049,412-415,KE-04 - Representation is a governed projection,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0050,416-419,KE-05 - Formal validity is not epistemic sufficiency,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0051,420-423,KE-06 - Tacit Knowledge cannot be presumed extractable,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0052,424-427,KE-07 - Validation is plural and continuing,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0053,428-431,KE-08 - Contradiction is represented before resolution,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0054,432-435,KE-09 - Provenance and context are part of the durable system,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0055,436-439,KE-10 - Epistemic role is not fixed by Intelligence type,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0056,440-443,KE-11 - Application and consequence belong to the knowledge lifecycle,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0057,444-449,KE-12 - Knowledge Engineering is inseparable from governance and Education,candidate_commitment,KE-FND-012,REVISE_V0.2,§12,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0058,450-477,13. Implications for Human-AI and multi-Intelligence cooperation,section_claim_cluster,KE-FND-013,REVISE_V0.2,§11,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0059,452-455,13.1 AI output is a candidate contribution,section_claim_cluster,KE-FND-013,RETAIN_V0.1_JUSTIFIED,§11,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0060,456-459,13.2 Human approval is not a universal warranty,section_claim_cluster,KE-FND-013,RETAIN_V0.1_JUSTIFIED,§11,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0061,460-463,13.3 The bearer may be hybrid,section_claim_cluster,KE-FND-013,REVISE_V0.2,§11,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0062,464-467,13.4 Translation is epistemic work,section_claim_cluster,KE-FND-013,RETAIN_V0.1_JUSTIFIED,§11,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0063,468-471,13.5 Generative AI relocates the bottleneck,section_claim_cluster,KE-FND-013,RETAIN_V0.1_JUSTIFIED,§11,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0064,472-477,13.6 Cooperation can create new Knowledge,section_claim_cluster,KE-FND-013,REVISE_V0.2,§11,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0065,478-541,14. Development requirements derived from the foundation,development_requirement,KE-FND-014,REVISE_V0.2,§15,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0066,480-495,14.1 Model epistemic objects separately,development_requirement,KE-FND-014,REVISE_V0.2,§15,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0067,496-499,14.2 Preserve lineage across transformations,development_requirement,KE-FND-014,RETAIN_V0.1_JUSTIFIED,§15,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0068,500-503,14.3 Make assumptions executable or inspectable,development_requirement,KE-FND-014,RETAIN_V0.1_JUSTIFIED,§15,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0069,504-507,14.4 Support multiple models and projections,development_requirement,KE-FND-014,RETAIN_V0.1_JUSTIFIED,§15,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0070,508-511,14.5 Treat uncertainty as typed,development_requirement,KE-FND-014,RETAIN_V0.1_JUSTIFIED,§15,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0071,512-515,14.6 Build challenge into normal operation,development_requirement,KE-FND-015,REVISE_V0.2,§15,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0072,516-519,14.7 Validate at multiple layers,development_requirement,KE-FND-014,REVISE_V0.2,§15,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0073,520-523,14.8 Observe use and non-use,development_requirement,KE-FND-014,REVISE_V0.2,§15,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0074,524-527,14.9 Govern generative contributions,development_requirement,KE-FND-014,RETAIN_V0.1_JUSTIFIED,§15,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0075,528-531,14.10 Support practical Knowledge,development_requirement,KE-FND-014,RETAIN_V0.1_JUSTIFIED,§15,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0076,532-535,14.11 Integrate Education,development_requirement,KE-FND-014,REVISE_V0.2,§15,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0077,536-541,14.12 Design for retirement,development_requirement,KE-FND-014,RETAIN_V0.1_JUSTIFIED,§15,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0078,542-577,15. Open foundational questions,open_question,KE-FND-016,REVISE_V0.2,§16,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0079,544-547,15.1 Is Knowledge Engineering the right universal name?,open_question,KE-FND-016,REVISE_V0.2,§16,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0080,548-551,15.2 What is the minimum epistemic object?,open_question,KE-FND-016,REVISE_V0.2,§16,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0081,552-555,15.3 Can an artificial system be a knowledge engineer?,open_question,KE-FND-016,REVISE_V0.2,§16,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0082,556-559,15.4 What remains outside representation?,open_question,KE-FND-016,REVISE_V0.2,§16,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0083,560-563,15.5 How should incompatible ontologies coexist?,open_question,KE-FND-016,REVISE_V0.2,§16,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0084,564-567,15.6 When does validation justify reliance?,open_question,KE-FND-016,REVISE_V0.2,§16,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0085,568-571,15.7 How should collective epistemic responsibility be allocated?,open_question,KE-FND-016,REVISE_V0.2,§16,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0086,572-577,15.8 Can the knowledge lifecycle govern itself?,open_question,KE-FND-016,REVISE_V0.2,§16,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0087,578-604,16. A practical Knowledge Engineering gate,evaluation_gate_cluster,KE-FND-017,REVISE_V0.2,§14,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0088,605-626,17. Conclusion,section_claim_cluster,KE-FND-018,REVISE_V0.2,§17,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0089,26-26,Abstract,central_blockquote_claim,KE-FND-005,REVISE_V0.2,Abstract; §2; §17,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0090,63-63,2. The inherited definition and what it gets right,central_blockquote_claim,KE-FND-002,REVISE_V0.2,§2–§3,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0091,191-191,5. The central correction: Knowledge Engineering engineers epistemic conditions,central_blockquote_claim,KE-FND-005,REVISE_V0.2,Abstract; §2; §17,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0092,227-227,6.5 Generative acquisition,central_blockquote_claim,KE-FND-006,REVISE_V0.2,§5,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0093,237-237,"7. Representation is projection, not preservation without remainder",central_blockquote_claim,KE-FND-007,REVISE_V0.2,§7,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0094,335-335,10. A working definition for SymK,central_blockquote_claim,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0095,613-613,17. Conclusion,central_blockquote_claim,KE-FND-010,REVISE_V0.2,Abstract; §2,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0096,617-617,17. Conclusion,central_blockquote_claim,KE-FND-005,REVISE_V0.2,Abstract; §2; §17,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0097,623-623,17. Conclusion,central_blockquote_claim,KE-FND-001;KE-FND-002,REVISE_V0.2,Abstract; §1; §17,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0098,44-44,1. Why Knowledge Engineering is constitutional to SymK,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0099,45-45,1. Why Knowledge Engineering is constitutional to SymK,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0100,46-46,1. Why Knowledge Engineering is constitutional to SymK,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0101,47-47,1. Why Knowledge Engineering is constitutional to SymK,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0102,48-48,1. Why Knowledge Engineering is constitutional to SymK,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0103,49-49,1. Why Knowledge Engineering is constitutional to SymK,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0104,50-50,1. Why Knowledge Engineering is constitutional to SymK,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0105,51-51,1. Why Knowledge Engineering is constitutional to SymK,explicit_numbered_claim_or_requirement,KE-FND-002,REVISE_V0.2,Abstract; §1; §17,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
KE-CLM-0106,52-52,1. Why Knowledge Engineering is constitutional to SymK,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0107,53-53,1. Why Knowledge Engineering is constitutional to SymK,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0108,78-78,2. The inherited definition and what it gets right,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0109,79-79,2. The inherited definition and what it gets right,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0110,80-80,2. The inherited definition and what it gets right,explicit_numbered_claim_or_requirement,KE-FND-002,RETAIN_V0.1_JUSTIFIED,Abstract; §1; §17,"Substantively sound history, inquiry, distinction, risk, requirement, or boundary retained with exact accepted terminology and explicit scope."
KE-CLM-0111,382-382,11. The SymK epistemic lifecycle,explicit_numbered_claim_or_requirement,KE-FND-011,REVISE_V0.2,§4; §9,"Reconstructed to remove accepted-baseline, identity, object, lifecycle, Representation, Bearer, Authority, Education, value, gate, or constitutional-force ambiguity."
