claim_id,source_lines,source_section,claim_type,finding_ids,disposition,v0.2_destination,rationale
I-CLM-0095,852-855,13.5 Can a social system literally be intelligent?,open_question,I-FND-022,REVISE_V0.2,§15,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0096,856-859,13.6 How much novelty is required?,open_question,I-FND-022,REVISE_V0.2,§15,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0097,860-863,13.7 Can capability equivalence survive different mechanisms?,open_question,I-FND-022,REVISE_V0.2,§15,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0098,864-867,13.8 What is the relation between Intelligence and understanding?,open_question,I-FND-022,REVISE_V0.2,§15,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0099,868-871,13.9 What is the relation between Intelligence and consciousness?,open_question,I-FND-022,REVISE_V0.2,§15,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0100,872-875,13.10 Can a hybrid system become a persistent participant?,open_question,I-FND-022,REVISE_V0.2,§15,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0101,876-879,13.11 How should Intelligence claims age?,open_question,I-FND-022,REVISE_V0.2,§15,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0102,880-885,13.12 What are the irreducible SymK primitives?,open_question,I-FND-022,REVISE_V0.2,§15,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0103,886-911,14. A practical Intelligence attribution gate,evaluation_gate_cluster,I-FND-019,REVISE_V0.2,§11,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0104,912-943,15. Conclusion,section_claim_cluster,I-FND-019,REVISE_V0.2,§11,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0105,24-24,Abstract,central_blockquote_claim,I-FND-002,RETAIN_V0.1_JUSTIFIED,§2,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0106,72-72,"2. The Copernican correction: Human Intelligence is an instance, not the center",central_blockquote_claim,I-FND-002,RETAIN_V0.1_JUSTIFIED,§2,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0107,223-223,4. Substrate independence without substrate indifference,central_blockquote_claim,I-FND-008,RETAIN_V0.1_JUSTIFIED,§4,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0108,505-505,8. A working definition for SymK,central_blockquote_claim,I-FND-011,REVISE_V0.2,§6,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0109,541-541,8.1 Operational corollary,central_blockquote_claim,I-FND-004;I-FND-011,RETAIN_V0.1_JUSTIFIED,§3,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0110,547-547,8.2 The non-privilege corollary,central_blockquote_claim,I-FND-002,RETAIN_V0.1_JUSTIFIED,§2,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0111,553-553,8.3 Interpreting the SymK motto,central_blockquote_claim,I-FND-001;I-FND-023,REVISE_V0.2,§1.1; §16,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0112,928-928,15. Conclusion,central_blockquote_claim,I-FND-004;I-FND-011,RETAIN_V0.1_JUSTIFIED,§3,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0113,932-932,15. Conclusion,central_blockquote_claim,I-FND-011,REVISE_V0.2,§6,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0114,936-936,15. Conclusion,central_blockquote_claim,I-FND-004;I-FND-011,REVISE_V0.2,§3,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0115,940-940,15. Conclusion,central_blockquote_claim,I-FND-001;I-FND-023,REVISE_V0.2,§1.1; §16,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
I-CLM-0116,50-50,1. Why Intelligence is foundational to SymK,explicit_numbered_claim_or_requirement,I-FND-002,RETAIN_V0.1_JUSTIFIED,§2,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0117,51-51,1. Why Intelligence is foundational to SymK,explicit_numbered_claim_or_requirement,I-FND-002;I-FND-013,RETAIN_V0.1_JUSTIFIED,§2,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0118,52-52,1. Why Intelligence is foundational to SymK,explicit_numbered_claim_or_requirement,I-FND-002;I-FND-013,RETAIN_V0.1_JUSTIFIED,§2,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0119,53-53,1. Why Intelligence is foundational to SymK,explicit_numbered_claim_or_requirement,I-FND-002;I-FND-013,RETAIN_V0.1_JUSTIFIED,§2,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0120,54-54,1. Why Intelligence is foundational to SymK,explicit_numbered_claim_or_requirement,I-FND-012;I-FND-013,RETAIN_V0.1_JUSTIFIED,§8,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0121,55-55,1. Why Intelligence is foundational to SymK,explicit_numbered_claim_or_requirement,I-FND-012;I-FND-013,RETAIN_V0.1_JUSTIFIED,§8,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0122,56-56,1. Why Intelligence is foundational to SymK,explicit_numbered_claim_or_requirement,I-FND-002;I-FND-013,RETAIN_V0.1_JUSTIFIED,§2,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0123,57-57,1. Why Intelligence is foundational to SymK,explicit_numbered_claim_or_requirement,I-FND-002,RETAIN_V0.1_JUSTIFIED,§2,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0124,58-58,1. Why Intelligence is foundational to SymK,explicit_numbered_claim_or_requirement,I-FND-002;I-FND-013,RETAIN_V0.1_JUSTIFIED,§2,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0125,212-212,3.6 Two principles of dependence,explicit_numbered_claim_or_requirement,I-FND-004;I-FND-005;I-FND-006;I-FND-007,RETAIN_V0.1_JUSTIFIED,§3,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0126,213-213,3.6 Two principles of dependence,explicit_numbered_claim_or_requirement,I-FND-004;I-FND-005;I-FND-006;I-FND-007,RETAIN_V0.1_JUSTIFIED,§3,Substantively sound historical/literature/boundary claim retained with accepted terminology and explicit scope.
I-CLM-0127,411-411,"6.3 Individual, collective, and hybrid flavors",explicit_numbered_claim_or_requirement,I-FND-010,REVISE_V0.2,§7,"Reconstructed to remove status, definition, Bearer, profile, authority, package, value-chain, or accepted-baseline ambiguity."
